Customer Name,Inv No,Date,Qty,Amount,Type of Sale,Supply Plant,F Y,Month,Due Date,RSPL P Date,Cust Pymt. Date,Amt.,Cust Pymt. Date,Amt.,Cust Pymt. Date,Amt.,Balance,Date of Settlement,EPI Per MT,RSPL EPI Days,RSPL EPI Amt,Cust EPI Amt,Cust. Int. Amt,Pymt Track,Executive,Over Due,Service Charges Amount,Service Charges,Income on Inv,Sale State,Sale Type,Sector,Sale Location,GRADES,IINDUST_TYPE,SALE_DIST,MONTHS,,,,,
Kapilavai Polymers,AP5538076476,17-Oct-20,3.00,293047,1,AP,2020-21,October,19-Oct-20,19-Oct-20,20-Oct-20,218047,19-Oct-20,75000,,,0,2020-10-20,0,0,0,0,215,-1,Manoj,0,550,1650,1865,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Neha Polymers,TG5545063563,17-Oct-20,10.00,1004473,2,TG,2020-21,October,1-Nov-20,19-Oct-20,21-Oct-20,11900,23-Oct-20,992573,,,0,2020-10-23,1100,13,10214,7090,0,9,Manoj,0,350,3500,6624,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Sri Muthyalamma Thalli Plastic Covers,AP5538076497,17-Oct-20,3.00,301854,2,AP,2020-21,October,1-Nov-20,19-Oct-20,28-Oct-20,50000,3-Nov-20,59220,9-Nov-20,192634,0,2020-11-09,1100,13,3064,156,955,-8,Manoj,0,550,1650,5513,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Sri Durga Aqua,AP5538076866,19-Oct-20,12.00,1260896,2,AP,2020-21,October,3-Nov-20,20-Oct-20,29-Oct-20,999986,31-Oct-20,260910,,,0,2020-10-31,1100,14,13200,4324,0,3,Shiva,1097,550,6600,15476,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Tatwa Plast Products,AP5538076877,19-Oct-20,7.00,691888,1,AP,2020-21,October,21-Oct-20,20-Oct-20,21-Oct-20,691888,,,,,0,2020-10-21,0,0,0,0,0,0,Shiva,0,550,3850,3850,AP,CASH,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Tatwa Plast Products,AP5538076878,19-Oct-20,5.00,500695,2,AP,2020-21,October,3-Nov-20,20-Oct-20,5-Nov-20,500695,,,,,0,2020-11-05,1100,14,5500,0,576,-2,Shiva,0,550,2750,8826,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Venkateswara polypacks,AP5538076936,19-Oct-20,2.50,248300,1,AP,2020-21,October,21-Oct-20,20-Oct-20,17-Oct-20,210000,19-Oct-20,38303,,,-3,2020-10-19,0,0,0,0,0,2,Manoj,0,550,1375,1375,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Mahalakshmi Industries,AP5538076948,19-Oct-20,1.00,100694,2,AP,2020-21,October,3-Nov-20,20-Oct-20,7-Nov-20,50000,18-Nov-20,50694,,,0,2020-11-18,1100,14,1100,0,553,-15,Manoj,0,550,550,2203,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Amaravathi Plastics,AP5538077020,19-Oct-20,3.00,288183,2,AP,2020-21,October,3-Nov-20,20-Oct-20,25-Nov-20,150000,5-Dec-20,138183,,,0,2020-12-05,1100,14,3064,0,4443,-32,Sunil,0,550,1650,9157,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Venkata Ramana Polymers,AP5538077302,20-Oct-20,0.20,19711,1,AP,2020-21,October,22-Oct-20,21-Oct-20,20-Oct-20,19714,,,,,-3,2020-10-20,0,0,0,0,0,2,Manoj,0,550,110,110,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Sri Dharani Polymers,TG5545064474,20-Oct-20,2.50,267999,2,TG,2020-21,October,4-Nov-20,21-Oct-20,15-Dec-20,180402,18-Dec-20,87597,,,0,2020-12-18,1100,14,2750,0,6473,-44,Manoj,0,350,875,10098,TG,CREDIT,LLDPE,DCA,042R35A,Household,Hyderabad,`07 Oct,,,,,
Penna Polymer Products P Ltd,AP5538077537,21-Oct-20,1.00,104625,1,AP,2020-21,October,23-Oct-20,22-Oct-20,21-Oct-20,104626,,,,,-1,2020-10-21,0,0,0,0,0,2,Sunil,0,550,550,550,AP,CASH,LLDPE,DOPW,042R35A,Household,Guntur,`07 Oct,,,,,
Sri Ram Polymers,AP5538077702,21-Oct-20,3.00,295872,1,AP,2020-21,October,23-Oct-20,22-Oct-20,23-Oct-20,260872,23-Oct-20,35000,,,0,2020-10-23,0,0,0,0,0,0,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Neha Polymers,TG5545064952,21-Oct-20,10.00,1004473,2,TG,2020-21,October,5-Nov-20,22-Oct-20,23-Oct-20,32427,27-Oct-20,972046,,,0,2020-10-27,1100,14,11000,7173,0,9,Manoj,0,350,3500,7327,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Sri sai thapasri plastics,TG5545065155,22-Oct-20,1.00,106248,1,TG,2020-21,October,26-Oct-20,23-Oct-20,24-Oct-20,106248,,,,,0,2020-10-24,0,0,0,0,0,2,Shiva,0,350,350,350,TG,CASH,PP,DCA,4080MA,Aqua,Hyderabad,`07 Oct,,,,,
Sri sai thapasri plastics,TG5545065157,22-Oct-20,1.00,106248,1,TG,2020-21,October,26-Oct-20,23-Oct-20,24-Oct-20,106248,,,,,0,2020-10-24,0,0,0,0,0,2,Shiva,0,350,350,350,TG,CASH,PP,DCA,4080MA,Aqua,Hyderabad,`07 Oct,,,,,
Quant Solar Technologies Pvt Ltd,TG5545065219,22-Oct-20,0.45,45293,1,TG,2020-21,October,26-Oct-20,23-Oct-20,22-Oct-20,44489,23-Oct-20,804,,,0,2020-10-23,0,0,0,0,0,3,Manoj,0,350,157.5,158,AP,CASH,HDPE,DCA,003DB52,Solar,Visakhapatnam,`07 Oct,,,,,
Venkis Corporate Containers,AP5538078350,23-Oct-20,2.00,210858,1,AP,2020-21,October,25-Oct-20,23-Oct-20,23-Oct-20,202062,23-Oct-20,8796,,,0,2020-10-23,0,0,0,0,0,2,Manoj,0,550,1100,1100,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`07 Oct,,,,,
Karoli Plastic Industries,AP5538078391,23-Oct-20,0.25,24178,1,AP,2020-21,October,25-Oct-20,26-Oct-20,22-Oct-20,24178,,,,,0,2020-10-22,0,0,0,0,0,3,Sunil,0,550,137.5,138,AP,CASH,HDPE,DOPW,012DB54,Packing,Guntur,`07 Oct,,,,,
Neha Polymers,TG5545065522,23-Oct-20,10.00,1021595,2,TG,2020-21,October,7-Nov-20,26-Oct-20,27-Oct-20,52954,30-Oct-20,825000,7-Nov-20,143641,0,2020-11-07,1100,12,9429,5524,0,0,Manoj,0,350,3500,7404,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Sai Krupa Plastic Industies,AP5538078445,23-Oct-20,1.50,149865,1,AP,2020-21,October,25-Oct-20,26-Oct-20,23-Oct-20,149889,,,,,-24,2020-10-23,0,0,0,0,0,2,Manoj,0,550,825,825,AP,CASH,PP,DOPW,1030RG,Household,Prakasam,`07 Oct,,,,,
Lakshmi Enterprises,AP5538078517,24-Oct-20,1.00,102270,2,AP,2020-21,October,8-Nov-20,26-Oct-20,26-Oct-20,44708,3-Nov-20,57562,,,0,2020-11-03,1100,13,1021,668,0,5,Sunil,0,550,550,904,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Lakshmi Enterprises,AP5538078518,24-Oct-20,1.00,102270,2,AP,2020-21,October,8-Nov-20,26-Oct-20,3-Nov-20,54490,3-Nov-20,47780,,,0,2020-11-03,1100,13,1021,393,0,5,Sunil,0,550,550,1179,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Lakshmi Enterprises,AP5538078520,24-Oct-20,3.00,302916,1,AP,2020-21,October,26-Oct-20,26-Oct-20,20-Oct-20,302916,,,,,0,2020-10-20,0,0,0,0,0,6,Sunil,0,550,1650,1650,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Manikanta Enterprises,AP5538078521,24-Oct-20,2.00,201944,1,AP,2020-21,October,26-Oct-20,26-Oct-20,24-Oct-20,201944,,,,,0,2020-10-24,0,0,0,0,0,2,Sunil,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Venkatarama Polypack Industries,AP5538078522,24-Oct-20,1.00,101048,1,AP,2020-21,October,26-Oct-20,26-Oct-20,22-Oct-20,96856,22-Oct-20,4192,,,0,2020-10-22,0,0,0,0,0,4,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Venkatarama Polypack Industries,AP5538078523,24-Oct-20,3.00,303144,1,AP,2020-21,October,26-Oct-20,26-Oct-20,22-Oct-20,303144,,,,,0,2020-10-22,0,0,0,0,0,4,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538078525,24-Oct-20,3.00,306810,2,AP,2020-21,October,8-Nov-20,26-Oct-20,6-Nov-20,74302,20-Nov-20,179147,30-Nov-20,53361,0,2020-11-30,1100,13,3064,114,1912,-22,Manoj,0,550,1650,6512,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Mahalakshmi Industries,AP5538078526,24-Oct-20,3.00,307041,2,AP,2020-21,October,8-Nov-20,26-Oct-20,18-Nov-20,50000,21-Nov-20,200000,28-Nov-20,57041,0,2020-11-28,1100,13,3064,0,2440,-20,Manoj,0,550,1650,7154,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Amaravathi Plastics,AP5538078527,24-Oct-20,2.00,192122,2,AP,2020-21,October,8-Nov-20,26-Oct-20,8-Dec-20,190244,8-Dec-20,1878,,,0,2020-12-08,1100,13,2043,0,3316,-30,Sunil,0,550,1100,6459,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Venkateswara Polypacks,AP5538078530,24-Oct-20,3.00,302916,1,AP,2020-21,October,26-Oct-20,26-Oct-20,24-Oct-20,50000,26-Oct-20,252916,,,0,2020-10-26,0,0,0,0,0,0,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Pn Poly Bags Pvt.Ltd,OR5572004910,27-Oct-20,24.00,2422061,1,OR,2020-21,October,29-Oct-20,28-Oct-20,28-Oct-20,2422061,,,,,0,2020-10-28,0,0,0,0,0,1,Sunil,0,350,8400,8400,MP,CASH,PP,DCA,1030RG,Packing,Dhar,`07 Oct,,,,,
Neha Polymers,TG5545066648,27-Oct-20,10.00,1021595,2,TG,2020-21,October,11-Nov-20,28-Oct-20,7-Nov-20,681359,12-Nov-20,340236,,,0,2020-11-12,1100,14,11000,2096,196,-1,Manoj,0,350,3500,12600,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
Penna Polymer Products P Ltd,AP5538079168,27-Oct-20,1.00,104625,1,AP,2020-21,October,29-Oct-20,28-Oct-20,27-Oct-20,104626,,,,,-1,2020-10-27,0,0,0,0,0,2,Sunil,0,550,550,550,AP,CASH,LLDPE,DOPW,042R35A,Household,Guntur,`07 Oct,,,,,
Sri Muthyalamma Thalli Plastic Covers,AP5538079250,27-Oct-20,3.00,306810,2,AP,2020-21,October,11-Nov-20,28-Oct-20,9-Nov-20,9220,10-Nov-20,100000,17-Nov-20,197590,0,2020-11-17,1100,14,3300,91,682,-6,Manoj,0,550,1650,5541,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Fortune Home Care Industries,AP5538079450,27-Oct-20,2.00,200493,2,AP,2020-21,October,11-Nov-20,28-Oct-20,16-Nov-20,37000,17-Nov-20,60000,19-Nov-20,103493,0,2020-11-19,1100,14,2200,0,790,-8,Manoj,0,550,1100,4090,AP,CREDIT,HDPE,DOPW,012DB54,Household,Guntur,`07 Oct,,,,,
Yameen Plastics Industries,HR5567034454,28-Oct-20,25.00,2365637,1,HR,2020-21,October,30-Oct-20,29-Oct-20,26-Oct-20,1659746,9-Nov-20,500000,17-Nov-20,205891,0,2020-11-17,0,0,0,0,8587,-18,Shiva,0,350,8750,17337,AP,CASH,HDPE,DCA,080M60,Agriculture,Kadapa,`07 Oct,,,,,
Royal Polymers,AP5538079863,28-Oct-20,3.00,306810,2,AP,2020-21,October,12-Nov-20,29-Oct-20,16-Nov-20,300000,16-Nov-20,6810,,,0,2020-11-16,1100,14,3300,0,706,-4,Manoj,0,550,1650,5656,AP,CREDIT,PP,DOPW,1100FS,Packing,Kurnool,`07 Oct,,,,,
Venkateswara Polypacks,AP5538079879,28-Oct-20,1.50,151458,1,AP,2020-21,October,30-Oct-20,29-Oct-20,28-Oct-20,51458,29-Oct-20,100000,,,0,2020-10-29,0,0,0,0,0,1,Manoj,0,550,825,825,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sai Surya Plastics,AP5538079882,28-Oct-20,3.50,357946,2,AP,2020-21,October,12-Nov-20,29-Oct-20,17-Nov-20,257946,24-Nov-20,100000,,,0,2020-11-24,1100,14,3850,0,1432,-12,Sunil,0,550,1925,7207,AP,CREDIT,PP,DOPW,1100FS,Packing,Prakasam,`07 Oct,,,,,
Sree Jaya Keshava Enterprises,AP5538079897,28-Oct-20,1.50,151458,1,AP,2020-21,October,30-Oct-20,29-Oct-20,27-Oct-20,151465,,,,,-7,2020-10-27,0,0,0,0,0,3,Manoj,0,550,825,825,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Venkata Ramana Polymers,AP5538080056,28-Oct-20,0.20,20041,1,AP,2020-21,October,30-Oct-20,29-Oct-20,28-Oct-20,20041,,,,,0,2020-10-28,0,0,0,0,0,2,Manoj,0,550,110,110,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Sri Padmavathi Polypack Industries,AP5538080726,28-Oct-20,1.00,93057,2,AP,2020-21,October,12-Nov-20,29-Oct-20,21-Nov-20,93057,,,,,0,2020-11-21,1100,14,1100,0,482,-9,Manoj,0,550,550,2132,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sri Maruthi Plastics,AP5538080905,28-Oct-20,1.00,106811,1,AP,2020-21,October,30-Oct-20,29-Oct-20,28-Oct-20,106811,,,,,0,2020-10-28,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,LLDPE,DOPW,500M24A,Trading,Guntur,`07 Oct,,,,,
Sri Padmavathi Polypack Industries,AP5538081023,28-Oct-20,2.00,204540,2,AP,2020-21,October,12-Nov-20,29-Oct-20,21-Nov-20,6943,24-Nov-20,90000,25-Nov-20,107597,0,2020-11-25,1100,14,2200,0,1462,-13,Manoj,0,550,1100,4762,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Kapilavai Polymers,AP5538081154,28-Oct-20,3.00,301053,1,AP,2020-21,October,30-Oct-20,29-Oct-20,29-Oct-20,301053,,,,,0,2020-10-29,0,0,0,0,0,1,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Bindhu Industries,AP5538081170,28-Oct-20,3.00,302271,2,AP,2020-21,October,12-Nov-20,29-Oct-20,16-Nov-20,297858,16-Nov-20,4413,,,0,2020-11-16,1100,14,3300,0,696,-4,Shiva,0,550,1650,5646,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Sri Dharani Polymers,TG5545068360,29-Oct-20,2.50,267999,2,TG,2020-21,October,13-Nov-20,31-Oct-20,18-Dec-20,262403,18-Dec-20,5596,,,0,2020-12-18,1100,13,2554,0,5397,-35,Manoj,0,350,875,8825,TG,CREDIT,LLDPE,DCA,042R35A,Household,Hyderabad,`07 Oct,,,,,
Sri Maruthi Plastics,AP5538081431,29-Oct-20,1.00,106811,1,AP,2020-21,October,31-Oct-20,31-Oct-20,28-Oct-20,89198,29-Oct-20,17613,,,0,2020-10-29,0,0,0,0,0,2,Manoj,0,550,550,550,AP,CASH,LLDPE,DOPW,500M24A,Trading,Guntur,`07 Oct,,,,,
Kapilavai Polymers,AP5538081597,29-Oct-20,3.00,298007,1,AP,2020-21,October,31-Oct-20,31-Oct-20,31-Oct-20,298007,,,,,0,2020-10-31,0,0,0,0,0,0,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Sri Anjaneya Polymers,AP5538081602,29-Oct-20,4.00,417293,2,AP,2020-21,October,13-Nov-20,31-Oct-20,11-Nov-20,417293,,,,,0,2020-11-11,1100,13,4086,629,0,2,Sunil,0,550,2200,5657,AP,CREDIT,PP,DOPW,1110MAS,Furniture,Krishna,`07 Oct,,,,,
Neha Polymers,TG5545068764,30-Oct-20,8.00,817276,2,TG,2020-21,October,14-Nov-20,31-Oct-20,12-Nov-20,704764,17-Nov-20,112512,,,0,2020-11-17,1100,14,8800,1084,194,-3,Manoj,0,350,2800,10710,KA,CREDIT,PP,DCA,1030RG,Packing,Sedam,`07 Oct,,,,,
GSR Industries,HR5567034802,30-Oct-20,17.00,1587166,2,HR,2020-21,October,14-Nov-20,31-Oct-20,5-Dec-20,950000,7-Dec-20,637166,,,0,2020-12-07,1100,14,18700,0,19910,-23,Sunil,0,350,5950,44560,AP,CREDIT,LLDPE,DCA,010F18S,Packing,Prakasam,`07 Oct,,,,,
Sai Surya Plastics,HR5567034803,30-Oct-20,7.00,653049,2,HR,2020-21,October,14-Nov-20,31-Oct-20,24-Nov-20,200000,1-Dec-20,353049,4-Dec-20,100000,0,2020-12-04,1100,14,7700,0,5754,-20,Sunil,0,350,2450,15904,AP,CREDIT,PP,DCA,1100FS,Packing,Prakasam,`07 Oct,,,,,
Global Polymers,HR5537035112,30-Oct-20,24.00,2306219,2,HR,2020-21,October,14-Nov-20,31-Oct-20,5-Nov-20,155456,9-Nov-20,600000,30-Nov-20,1550763,0,2020-11-30,1100,14,26400,3597,14276,-16,Shiva,0,350,8400,45479,AP,CREDIT,LLDPE,DCA,010F18S,Irrigation,Kadapa,`07 Oct,,,,,
Sai Krupa Plastic Industies,AP5538081880,30-Oct-20,2.30,228703,2,AP,2020-21,October,14-Nov-20,31-Oct-20,13-Nov-20,228703,,,,,0,2020-11-13,1100,14,2530,181,0,1,Manoj,0,550,1265,3614,AP,CREDIT,PP,DOPW,1030RG,Household,Prakasam,`07 Oct,,,,,
Sri Anjaneya Polymers,AP5538081901,30-Oct-20,4.60,478195,2,AP,2020-21,October,14-Nov-20,31-Oct-20,20-Nov-20,443215,3-Dec-20,34980,,,0,2020-12-03,1100,14,5060,0,1912,-19,Sunil,0,550,2530,9502,AP,CREDIT,PP,DOPW,1110MAS,Furniture,Krishna,`07 Oct,,,,,
Venkis Corporate Containers,AP5538081918,30-Oct-20,3.00,316287,1,AP,2020-21,October,1-Nov-20,31-Oct-20,30-Oct-20,316287,,,,,0,2020-10-30,0,0,0,0,0,2,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`07 Oct,,,,,
Royal Polymers,TG5545069052,31-Oct-20,3.00,310143,2,TG,2020-21,October,15-Nov-20,2-Nov-20,19-Nov-20,100000,25-Nov-20,200000,9-Dec-20,10143,0,2020-12-09,1100,13,3064,0,1521,-24,Manoj,0,350,1050,5635,AP,CREDIT,PP,DCA,1100FS,Packing,Kurnool,`07 Oct,,,,,
Quant Solar Technologies Pvt Ltd,HR5567035339,31-Oct-20,24.00,2433811,2,HR,2020-21,October,15-Nov-20,2-Nov-20,11-Dec-20,2433811,,,,,0,2020-12-11,1100,13,24514,0,36407,-26,Manoj,0,350,8400,69321,AP,CREDIT,HDPE,DCA,003DB52,Solar,Visakhapatnam,`07 Oct,,,,,
Manikanta Industries,AP5538082078,31-Oct-20,2.00,201944,1,AP,2020-21,October,2-Nov-20,2-Nov-20,31-Oct-20,180000,2-Nov-20,21944,,,0,2020-11-02,0,0,0,0,0,0,Manoj,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Manikanta Industries,AP5538082080,31-Oct-20,1.00,102270,2,AP,2020-21,October,15-Nov-20,2-Nov-20,13-Nov-20,102270,,,,,0,2020-11-13,1100,13,1021,157,0,2,Manoj,0,550,550,1414,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sri Durga Aqua,AP5538082088,31-Oct-20,13.00,1327211,2,AP,2020-21,October,15-Nov-20,2-Nov-20,31-Oct-20,539090,10-Nov-20,756000,5-Dec-20,32121,0,2020-12-05,1100,13,13279,9132,370,-20,Shiva,0,550,7150,11666,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Vijay Sai Polymers,AP5538082114,31-Oct-20,2.00,191126,1,AP,2020-21,October,2-Nov-20,2-Nov-20,30-Oct-20,95563,2-Nov-20,95563,,,0,2020-11-02,0,0,0,0,0,0,Manoj,0,550,1100,1100,AP,CASH,HDPE,DOPW,180M50,Electricals,Krishna,`07 Oct,,,,,
Vinayaka Plastics,AP5538082156,31-Oct-20,4.50,460216,2,AP,2020-21,October,15-Nov-20,2-Nov-20,17-Nov-20,460216,,,,,0,2020-11-17,1100,13,4596,0,530,-2,Sunil,0,550,2475,7601,AP,CREDIT,PP,DOPW,1100FS,Packing,E Godavari,`07 Oct,,,,,
Sri Bhavani Industries,AP5538082162,31-Oct-20,1.00,106811,1,AP,2020-21,October,2-Nov-20,2-Nov-20,31-Oct-20,106811,,,,,0,2020-10-31,0,0,0,0,0,2,Sunil,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,W Godavari,`07 Oct,,,,,
Sree Babaji Polymers,AP5538082180,31-Oct-20,2.00,201944,1,AP,2020-21,October,2-Nov-20,2-Nov-20,31-Oct-20,202097,,,,,-153,2020-10-31,0,0,0,0,0,2,Shiva,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sree Sreenidhi Polymers,AP5538082193,31-Oct-20,1.00,102270,2,AP,2020-21,October,15-Nov-20,2-Nov-20,28-Nov-20,102270,,,,,0,2020-11-28,1100,13,1021,0,765,-13,Manoj,0,550,550,2336,AP,CREDIT,PP,DOPW,1100FS,Packing,Guntur,`07 Oct,,,,,
Venkateswara Polypacks,AP5538082195,31-Oct-20,2.00,201944,1,AP,2020-21,October,2-Nov-20,2-Nov-20,31-Oct-20,100000,2-Nov-20,101944,,,0,2020-11-02,0,0,0,0,0,0,Manoj,0,550,1100,1100,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Bindhu Industries,AP5538082241,31-Oct-20,10.00,1067279,2,AP,2020-21,October,15-Nov-20,5-Nov-20,23-Nov-20,500000,4-Dec-20,300000,10-Dec-20,267279,0,2020-12-10,1100,10,7857,0,9425,-25,Shiva,0,550,5500,22782,AP,CREDIT,HDPE,DOPW,003DB52,Aqua,W Godavari,`07 Oct,,,,,
Mahalakshmi Industries,AP5538082259,31-Oct-20,3.00,307041,2,AP,2020-21,October,15-Nov-20,2-Nov-20,30-Nov-20,217041,5-Dec-20,90000,,,0,2020-12-05,1100,13,3064,0,2909,-20,Manoj,0,550,1650,7623,AP,CREDIT,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Venkis Corporate Containers,AP5538082266,31-Oct-20,3.00,316287,1,AP,2020-21,October,2-Nov-20,2-Nov-20,31-Oct-20,316287,,,,,0,2020-10-31,0,0,0,0,0,2,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,4080MA,Packing,Guntur,`07 Oct,,,,,
Kapilavai Polymers,AP5538082290,31-Oct-20,3.25,322841,1,AP,2020-21,October,2-Nov-20,2-Nov-20,2-Nov-20,322841,,,,,0,2020-11-02,0,0,0,0,0,0,Manoj,0,550,1787.5,1788,AP,CASH,PP,DOPW,1110MG,Furniture,Guntur,`07 Oct,,,,,
Kaveri Polymers,AP5538082311,31-Oct-20,3.50,370732,2,AP,2020-21,October,15-Nov-20,2-Nov-20,27-Nov-20,300000,29-Nov-20,66594,29-Nov-20,4138,0,2020-11-29,1100,13,3575,0,2641,-14,Sunil,0,550,1925,8141,AP,CREDIT,LLDPE,DOPW,042R35A,Household,Visakhapatnam,`07 Oct,,,,,
Kaveri Polymers,AP5538082319,31-Oct-20,3.00,313876,1,AP,2020-21,October,2-Nov-20,2-Nov-20,31-Oct-20,265537,31-Oct-20,48339,,,0,2020-10-31,0,0,0,0,0,2,Sunil,0,550,1650,1650,AP,CASH,LLDPE,DOPW,042R35A,Household,Visakhapatnam,`07 Oct,,,,,
Sree Jaya Keshava Enterprises,AP5538082352,31-Oct-20,1.00,100972,1,AP,2020-21,October,2-Nov-20,2-Nov-20,2-Nov-20,100972,,,,,0,2020-11-02,0,0,0,0,0,0,Manoj,0,550,550,550,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`07 Oct,,,,,
Sree jaya Keshava Enterprises,AP5538082614,2-Nov-20,3.00,306777,1,AP,2020-21,November,4-Nov-20,4-Nov-20,2-Nov-20,306777,,,,,0,2020-11-02,0,0,0,0,0,2,Manoj,0,550,1650,1650,AP,CASH,PP,DOPW,1100FS,Packing,Krishna,`08 Nov,,,,,
Arham Plastic Udyog,TG5545069406,2-Nov-20,1.00,101257,1,TG,2020-21,November,4-Nov-20,4-Nov-20,3-Nov-20,101257,,,,,0,2020-11-03,0,0,0,0,0,1,Shiva,0,350,350,350,TG,CASH,PP,DCA,3030MG,Trading,Hyderabad,`08 Nov,,,,,
Arham Plastic Udyog,TG5545069408,2-Nov-20,1.00,108054,1,TG,2020-21,November,4-Nov-20,4-Nov-20,3-Nov-20,108054,,,,,0,2020-11-03,0,0,0,0,0,1,Shiva,0,350,350,350,TG,CASH,PP,DCA,3030MG,Trading,Hyderabad,`08 Nov,,,,,
Arham Plastic Udyog,TG5545069604,3-Nov-20,3.00,324161,1,TG,2020-21,November,5-Nov-20,4-Nov-20,4-Nov-20,324161,,,,,0,2020-11-04,0,0,0,0,0,1,Shiva,0,350,1050,1050,TG,CASH,PP,DCA,3030MG,Trading,Hyderabad,`08 Nov,,,,,
Arham Plastic Udyog,TG5545069620,3-Nov-20,3.00,303771,1,TG,2020-21,November,5-Nov-20,4-Nov-20,4-Nov-20,303771,,,,,0,2020-11-04,0,0,0,0,0,1,Shiva,0,350,1050,1050,TG,CASH,PP,DCA,3030MG,Trading,Hyderabad,`08 Nov,,,,,
Venkis Corporate Containers,HR5567035824,3-Nov-20,18.00,1935780,1,HR,2020-21,November,5-Nov-20,5-Nov-20,4-Nov-20,1000000,5-Nov-20,935780,,,0,2020-11-05,0,0,0,0,0,0,Manoj,0,350,6300,6300,AP,CASH,PP,DCA,4080MA,Packing,Guntur,`08 Nov,,,,,
Lakshmi Enterprises,AP5538082853,3-Nov-20,1.50,153388,1,AP,2020-21,November,5-Nov-20,4-Nov-20,3-Nov-20,153388,,,,,0,2020-11-03,0,0,0,0,0,2,Sunil,0,550,825,825,AP,CASH,PP,DOPW,1100FS,Packing,Guntur,`08 Nov,,,,,
